start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
2016-01-18,14.0,55.0,2016-01-18,15.0,6.0,Jan,2016,Business,Cary,Cary,7.724831999999999,Meal/Entertain,11.0,42.13544727272727,Monday,Afternoon
2016-01-18,16.0,13.0,2016-01-18,16.0,24.0,Jan,2016,Business,Farmington Woods,Whitebridge,7.563898,Meal/Entertain,11.0,41.257625454545455,Monday,Afternoon
2016-01-19,9.0,9.0,2016-01-19,9.0,23.0,Jan,2016,Business,Whitebridge,Lake Wellingborough,11.587248,Meal/Entertain,14.0,49.65963428571429,Tuesday,Morning
2016-01-19,10.0,55.0,2016-01-19,11.0,9.0,Jan,2016,Business,Lake Wellingborough,Whitebridge,12.230984,Temporary Site,14.0,52.418502857142855,Tuesday,Morning
2016-01-20,10.0,36.0,2016-01-20,11.0,11.0,Jan,2016,Business,Cary,Raleigh,27.519714,Meeting,35.0,47.17665257142857,Wednesday,Morning
2016-01-20,11.0,48.0,2016-01-20,12.0,19.0,Jan,2016,Business,Fayetteville Street,Umstead,24.301033999999998,Meeting,31.0,47.0342593548387,Wednesday,Morning
2016-01-20,13.0,25.0,2016-01-20,14.0,19.0,Jan,2016,Business,Raleigh,Cary,64.695468,Customer Visit,54.0,71.88385333333333,Wednesday,Afternoon
2016-01-21,14.0,25.0,2016-01-21,14.0,29.0,Jan,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4.0,38.62416,Thursday,Afternoon
2016-01-21,14.0,43.0,2016-01-21,14.0,51.0,Jan,2016,Business,Cary,Cary,3.8624159999999996,Meal/Entertain,8.0,28.96812,Thursday,Afternoon
2016-01-21,16.0,1.0,2016-01-21,16.0,6.0,Jan,2016,Business,Cary,Cary,1.60934,Meal/Entertain,5.0,19.31208,Thursday,Afternoon
2016-01-26,10.0,41.0,2016-01-26,10.0,50.0,Jan,2016,Business,Whitebridge,Hazelwood,3.21868,Meal/Entertain,9.0,21.457866666666668,Tuesday,Morning
2016-01-26,12.0,33.0,2016-01-26,12.0,41.0,Jan,2016,Business,Hazelwood,Whitebridge,3.7014819999999995,Errand/Supplies,8.0,27.761114999999997,Tuesday,Morning
2016-01-26,16.0,24.0,2016-01-26,16.0,32.0,Jan,2016,Business,Whitebridge,Westpark Place,3.057746,Errand/Supplies,8.0,22.933094999999998,Tuesday,Afternoon
2016-01-26,17.0,17.0,2016-01-26,17.0,22.0,Jan,2016,Business,Cary,Cary,2.2530759999999996,Errand/Supplies,5.0,27.036911999999997,Tuesday,Afternoon
2016-01-26,17.0,27.0,2016-01-26,17.0,29.0,Jan,2016,Business,Cary,Cary,0.80467,Errand/Supplies,2.0,24.1401,Tuesday,Afternoon
2016-01-27,9.0,24.0,2016-01-27,9.0,31.0,Jan,2016,Business,Cary,Cary,2.896812,Meeting,7.0,24.829817142857145,Wednesday,Morning
2016-01-27,10.0,19.0,2016-01-27,10.0,48.0,Jan,2016,Business,Cary,Raleigh,30.094658,Customer Visit,29.0,62.264809655172414,Wednesday,Morning
2016-01-27,12.0,34.0,2016-01-27,12.0,44.0,Jan,2016,Business,Fairmont,Meredith Townes,5.471756,Customer Visit,10.0,32.830536,Wednesday,Morning
2016-01-27,14.0,5.0,2016-01-27,14.0,13.0,Jan,2016,Business,Raleigh,Raleigh,4.345218,Customer Visit,8.0,32.589135,Wednesday,Afternoon
2016-01-27,14.0,46.0,2016-01-27,15.0,8.0,Jan,2016,Business,Raleigh,Cary,20.760486,Customer Visit,22.0,56.619507272727276,Wednesday,Afternoon
2016-01-28,12.0,28.0,2016-01-28,13.0,0.0,Jan,2016,Business,Cary,Raleigh,30.57746,Temporary Site,32.0,57.3327375,Thursday,Morning
2016-01-28,15.0,11.0,2016-01-28,15.0,31.0,Jan,2016,Business,Meredith Townes,Leesville Hollow,23.657297999999997,Meeting,20.0,70.97189399999999,Thursday,Afternoon
2016-01-28,16.0,21.0,2016-01-28,16.0,51.0,Jan,2016,Business,Raleigh,Cary,25.266638,Meeting,30.0,50.533276,Thursday,Afternoon
2016-01-29,9.0,31.0,2016-01-29,9.0,45.0,Jan,2016,Business,Cary,Cary,7.402963999999999,Customer Visit,14.0,31.726988571428567,Friday,Morning
2016-01-29,10.0,56.0,2016-01-29,11.0,7.0,Jan,2016,Business,Cary,Cary,8.368568,Meeting,11.0,45.64673454545455,Friday,Morning
2016-01-29,11.0,43.0,2016-01-29,12.0,3.0,Jan,2016,Business,Cary,Durham,16.737136,Meeting,20.0,50.211408,Friday,Morning
2016-01-29,13.0,24.0,2016-01-29,13.0,47.0,Jan,2016,Business,Durham,Cary,16.254334,Meeting,23.0,42.40261043478261,Friday,Afternoon
2016-01-29,18.0,31.0,2016-01-29,18.0,52.0,Jan,2016,Business,Cary,Apex,9.334171999999999,Errand/Supplies,21.0,26.669062857142855,Friday,Afternoon
2016-01-29,21.0,21.0,2016-01-29,21.0,40.0,Jan,2016,Business,Apex,Cary,8.85137,Meal/Entertain,19.0,27.951694736842104,Friday,Evening
2016-01-30,16.0,21.0,2016-01-30,16.0,33.0,Jan,2016,Business,Cary,Apex,9.173238,Errand/Supplies,12.0,45.866189999999996,Saturday,Afternoon
2016-01-30,18.0,9.0,2016-01-30,18.0,24.0,Jan,2016,Business,Apex,Cary,9.173238,Customer Visit,15.0,36.692952,Saturday,Afternoon
2016-02-01,10.0,35.0,2016-02-01,11.0,15.0,Feb,2016,Business,Cary,Chapel Hill,31.221196,Customer Visit,40.0,46.831794,Monday,Morning
2016-02-01,12.0,10.0,2016-02-01,12.0,43.0,Feb,2016,Business,Chapel Hill,Cary,37.497622,Customer Visit,33.0,68.17749454545454,Monday,Morning
2016-02-01,12.0,56.0,2016-02-01,13.0,7.0,Feb,2016,Business,Northwoods,Whitebridge,6.276426,Meal/Entertain,11.0,34.23505090909091,Monday,Morning
2016-02-02,13.0,4.0,2016-02-02,13.0,23.0,Feb,2016,Business,Whitebridge,Williamsburg Manor,13.357522000000001,Meeting,19.0,42.181648421052635,Tuesday,Afternoon
2016-02-02,13.0,51.0,2016-02-02,14.0,6.0,Feb,2016,Business,Cary,Cary,9.65604,Errand/Supplies,15.0,38.62416,Tuesday,Afternoon
2016-02-02,14.0,38.0,2016-02-02,14.0,42.0,Feb,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4.0,38.62416,Tuesday,Afternoon
2016-02-04,8.0,40.0,2016-02-04,9.0,1.0,Feb,2016,Business,Cary,Morrisville,8.368568,Errand/Supplies,21.0,23.910194285714287,Thursday,Morning
2016-02-04,9.0,37.0,2016-02-04,10.0,9.0,Feb,2016,Business,Morrisville,Cary,15.610598,Meal/Entertain,32.0,29.269871249999998,Thursday,Morning
2016-02-04,10.0,26.0,2016-02-04,10.0,32.0,Feb,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,6.0,25.749440000000003,Thursday,Morning
2016-02-04,15.0,59.0,2016-02-04,16.0,3.0,Feb,2016,Business,Cary,Cary,1.7702740000000001,Meal/Entertain,4.0,26.55411,Thursday,Afternoon
2016-02-04,16.0,35.0,2016-02-04,16.0,39.0,Feb,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,4.0,38.62416,Thursday,Afternoon
2016-02-04,18.0,4.0,2016-02-04,18.0,31.0,Feb,2016,Business,Whitebridge,Macgregor Downs,14.48406,Meeting,27.0,32.1868,Thursday,Afternoon
2016-02-04,20.0,36.0,2016-02-04,20.0,55.0,Feb,2016,Business,Cary,Cary,12.391918,Meeting,19.0,39.13237263157895,Thursday,Evening
2016-02-05,11.0,47.0,2016-02-05,12.0,7.0,Feb,2016,Business,Cary,Durham,16.737136,Meeting,20.0,50.211408,Friday,Morning
2016-02-05,13.0,22.0,2016-02-05,13.0,41.0,Feb,2016,Business,Durham,Cary,16.737136,Meeting,19.0,52.854113684210525,Friday,Afternoon
2016-02-06,16.0,20.0,2016-02-06,16.0,53.0,Feb,2016,Business,Cary,Raleigh,18.346476,Between Offices,33.0,33.35722909090909,Saturday,Afternoon
2016-02-06,18.0,57.0,2016-02-06,19.0,21.0,Feb,2016,Business,Raleigh,Cary,14.48406,Errand/Supplies,24.0,36.21015,Saturday,Afternoon
2016-02-06,19.0,28.0,2016-02-06,19.0,37.0,Feb,2016,Business,Edgehill Farms,Whitebridge,5.149888000000001,Meal/Entertain,9.0,34.33258666666667,Saturday,Evening
2016-02-07,16.0,49.0,2016-02-07,17.0,1.0,Feb,2016,Business,Cary,Apex,9.012303999999999,Errand/Supplies,12.0,45.06151999999999,Sunday,Afternoon
2016-02-07,18.0,3.0,2016-02-07,18.0,17.0,Feb,2016,Business,Apex,Cary,9.173238,Customer Visit,14.0,39.31387714285714,Sunday,Afternoon
2016-02-07,18.0,39.0,2016-02-07,18.0,53.0,Feb,2016,Business,Cary,Morrisville,9.816974,Temporary Site,14.0,42.072745714285716,Sunday,Afternoon
2016-02-07,20.0,22.0,2016-02-07,20.0,40.0,Feb,2016,Business,Morrisville,Cary,9.816974,Meeting,18.0,32.72324666666667,Sunday,Evening
2016-02-08,12.0,57.0,2016-02-08,13.0,8.0,Feb,2016,Business,Whitebridge,Edgehill Farms,6.9201619999999995,Meal/Entertain,11.0,37.74633818181818,Monday,Morning
2016-02-08,14.0,0.0,2016-02-08,14.0,10.0,Feb,2016,Business,Edgehill Farms,Whitebridge,4.345218,Meal/Entertain,10.0,26.071308000000002,Monday,Afternoon
2016-02-09,10.0,54.0,2016-02-09,11.0,7.0,Feb,2016,Personal,Whitebridge,Northwoods,8.529501999999999,Meal/Entertain,13.0,39.3669323076923,Tuesday,Morning
2016-02-09,11.0,43.0,2016-02-09,11.0,50.0,Feb,2016,Personal,Northwoods,Tanglewood,4.82802,Meal/Entertain,7.0,41.383028571428575,Tuesday,Morning
2016-02-09,13.0,36.0,2016-02-09,13.0,52.0,Feb,2016,Personal,Tanglewood,Preston,8.207633999999999,Meal/Entertain,16.0,30.778627499999995,Tuesday,Afternoon
2016-02-09,13.0,58.0,2016-02-09,14.0,2.0,Feb,2016,Personal,Preston,Whitebridge,2.41401,Meal/Entertain,4.0,36.210150000000006,Tuesday,Afternoon
2016-02-09,18.0,55.0,2016-02-09,19.0,11.0,Feb,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,16.0,36.8136525,Tuesday,Afternoon
2016-02-09,20.0,24.0,2016-02-09,20.0,40.0,Feb,2016,Business,Morrisville,Cary,9.816974,Meal/Entertain,16.0,36.8136525,Tuesday,Evening
2016-02-11,16.0,28.0,2016-02-11,17.0,10.0,Feb,2016,Business,Cary,Raleigh,27.841582000000002,Meal/Entertain,42.0,39.77368857142858,Thursday,Afternoon
2016-02-11,17.0,49.0,2016-02-11,18.0,10.0,Feb,2016,Business,Eastgate,Walnut Terrace,9.173238,Meal/Entertain,21.0,26.209251428571427,Thursday,Afternoon
2016-02-11,18.0,24.0,2016-02-11,18.0,46.0,Feb,2016,Business,Raleigh,Morrisville,21.72609,Temporary Site,22.0,59.25297272727273,Thursday,Afternoon
2016-02-11,20.0,36.0,2016-02-11,20.0,51.0,Feb,2016,Business,Morrisville,Cary,9.816974,Temporary Site,15.0,39.267896,Thursday,Evening
2016-02-12,8.0,21.0,2016-02-12,8.0,42.0,Feb,2016,Business,Cary,Durham,13.67939,Temporary Site,21.0,39.08397142857143,Friday,Morning
2016-02-12,10.0,45.0,2016-02-12,10.0,52.0,Feb,2016,Business,Durham,Morrisville,4.184284,Temporary Site,7.0,35.865291428571425,Friday,Morning
2016-02-12,11.0,14.0,2016-02-12,11.0,35.0,Feb,2016,Business,Morrisville,Raleigh,27.35878,Customer Visit,21.0,78.16794285714286,Friday,Morning
2016-02-12,13.0,2.0,2016-02-12,13.0,36.0,Feb,2016,Business,Raleigh,Cary,28.96812,Meeting,34.0,51.12021176470588,Friday,Afternoon
2016-02-12,14.0,49.0,2016-02-12,15.0,6.0,Feb,2016,Business,Cary,Morrisville,13.518456,Meeting,17.0,47.71219764705883,Friday,Afternoon
2016-02-12,15.0,33.0,2016-02-12,16.0,6.0,Feb,2016,Business,Morrisville,Cary,18.50741,Customer Visit,33.0,33.64983636363636,Friday,Afternoon
2016-02-13,14.0,21.0,2016-02-13,14.0,41.0,Feb,2016,Business,Cary,Morrisville,14.323126,Meeting,20.0,42.969378000000006,Saturday,Afternoon
2016-02-14,0.0,50.0,2016-02-14,1.0,0.0,Feb,2016,Personal,Jackson Heights,East Elmhurst,2.896812,Meeting,10.0,17.380872000000004,Sunday,Night
2016-02-14,14.0,7.0,2016-02-14,14.0,40.0,Feb,2016,Business,East Elmhurst,New York,13.035654,Meeting,33.0,23.701189090909086,Sunday,Afternoon
2016-02-14,14.0,46.0,2016-02-14,15.0,3.0,Feb,2016,Business,Midtown,Midtown West,3.21868,Meeting,17.0,11.360047058823529,Sunday,Afternoon
2016-02-14,16.0,35.0,2016-02-14,17.0,2.0,Feb,2016,Business,New York,Long Island City,20.92142,Meeting,27.0,46.492044444444446,Sunday,Afternoon
2016-02-14,17.0,6.0,2016-02-14,17.0,29.0,Feb,2016,Business,Long Island City,Jamaica,22.369826,Meeting,23.0,58.35606782608695,Sunday,Afternoon
2016-02-16,3.0,21.0,2016-02-16,4.0,13.0,Feb,2016,Business,Katunayaka,Unknown Location,70.328158,Customer Visit,52.0,81.14787461538461,Tuesday,Night
2016-02-16,8.0,29.0,2016-02-16,9.0,34.0,Feb,2016,Business,Unknown Location,Colombo,22.691694,Customer Visit,65.0,20.946179076923077,Tuesday,Morning
2016-02-16,10.0,31.0,2016-02-16,10.0,41.0,Feb,2016,Business,Colombo,Colombo,4.184284,Customer Visit,10.0,25.105704,Tuesday,Morning
2016-02-16,11.0,32.0,2016-02-16,12.0,2.0,Feb,2016,Business,Colombo,Colombo,7.24203,Customer Visit,30.0,14.48406,Tuesday,Morning
2016-02-16,12.0,39.0,2016-02-16,12.0,42.0,Feb,2016,Business,Colombo,Colombo,2.735878,Customer Visit,3.0,54.71756,Tuesday,Morning
2016-02-16,13.0,43.0,2016-02-16,13.0,55.0,Feb,2016,Business,Colombo,Colombo,2.896812,Temporary Site,12.0,14.48406,Tuesday,Afternoon
2016-02-16,16.0,34.0,2016-02-16,17.0,10.0,Feb,2016,Business,Colombo,Colombo,9.65604,Temporary Site,36.0,16.093400000000003,Tuesday,Afternoon
2016-02-16,17.0,17.0,2016-02-16,17.0,26.0,Feb,2016,Business,Colombo,Nugegoda,1.7702740000000001,Meal/Entertain,9.0,11.801826666666669,Tuesday,Afternoon
2016-02-16,17.0,40.0,2016-02-16,17.0,44.0,Feb,2016,Business,Nugegoda,Unknown Location,5.793624,Errand/Supplies,4.0,86.90436000000001,Tuesday,Afternoon
2016-02-17,13.0,18.0,2016-02-17,14.0,4.0,Feb,2016,Business,Unknown Location,Colombo,23.657297999999997,Temporary Site,46.0,30.8573452173913,Wednesday,Afternoon
2016-02-17,15.0,17.0,2016-02-17,15.0,22.0,Feb,2016,Business,Colombo,Colombo,2.735878,Meal/Entertain,5.0,32.830536,Wednesday,Afternoon
2016-02-17,15.0,33.0,2016-02-17,16.0,17.0,Feb,2016,Business,Colombo,Katunayaka,34.439876,Temporary Site,44.0,46.96346727272727,Wednesday,Afternoon
2016-02-17,16.0,38.0,2016-02-17,16.0,43.0,Feb,2016,Business,Katunayaka,Katunayaka,0.80467,Errand/Supplies,5.0,9.65604,Wednesday,Afternoon
2016-02-18,8.0,19.0,2016-02-18,8.0,27.0,Feb,2016,Business,Unknown Location,Unknown Location,37.81949,Temporary Site,8.0,283.646175,Thursday,Morning
2016-02-18,14.0,3.0,2016-02-18,14.0,45.0,Feb,2016,Business,Unknown Location,Islamabad,20.438617999999998,Temporary Site,42.0,29.198025714285713,Thursday,Afternoon
2016-02-18,15.0,16.0,2016-02-18,15.0,31.0,Feb,2016,Business,Islamabad,Unknown Location,9.65604,Temporary Site,15.0,38.62416,Thursday,Afternoon
2016-02-18,18.0,44.0,2016-02-18,18.0,58.0,Feb,2016,Business,Unknown Location,Islamabad,8.368568,Customer Visit,14.0,35.865291428571425,Thursday,Afternoon
2016-02-18,19.0,27.0,2016-02-18,20.0,8.0,Feb,2016,Business,Islamabad,Unknown Location,16.0934,Meeting,41.0,23.55131707317073,Thursday,Evening
2016-02-19,9.0,2.0,2016-02-19,9.0,14.0,Feb,2016,Business,Unknown Location,Unknown Location,29.450922000000002,Meeting,12.0,147.25461,Friday,Morning
2016-02-19,9.0,21.0,2016-02-19,9.0,51.0,Feb,2016,Business,Unknown Location,Unknown Location,18.024607999999997,Meeting,30.0,36.049215999999994,Friday,Morning
2016-02-19,10.0,21.0,2016-02-19,10.0,48.0,Feb,2016,Business,Unknown Location,Islamabad,12.230984,Meeting,27.0,27.179964444444444,Friday,Morning
2016-02-19,11.0,20.0,2016-02-19,11.0,26.0,Feb,2016,Personal,Islamabad,Islamabad,2.41401,Meeting,6.0,24.1401,Friday,Morning
2016-02-19,11.0,45.0,2016-02-19,11.0,50.0,Feb,2016,Personal,Islamabad,Islamabad,1.60934,Meeting,5.0,19.31208,Friday,Morning
2016-02-19,12.0,9.0,2016-02-19,12.0,27.0,Feb,2016,Business,Islamabad,Unknown Location,11.748182,Temporary Site,18.0,39.160606666666666,Friday,Morning
2016-02-19,16.0,26.0,2016-02-19,16.0,45.0,Feb,2016,Business,Unknown Location,Islamabad,5.63269,Temporary Site,19.0,17.78744210526316,Friday,Afternoon
2016-02-19,17.0,9.0,2016-02-19,17.0,20.0,Feb,2016,Business,Islamabad,Islamabad,6.759228,Temporary Site,11.0,36.86851636363637,Friday,Afternoon
2016-02-19,20.0,8.0,2016-02-19,20.0,30.0,Feb,2016,Personal,Islamabad,Unknown Location,21.887024,Temporary Site,22.0,59.69188363636364,Friday,Evening
2016-02-19,20.0,34.0,2016-02-19,20.0,51.0,Feb,2016,Personal,Unknown Location,Unknown Location,4.02335,Temporary Site,17.0,14.200058823529412,Friday,Evening
2016-02-20,7.0,59.0,2016-02-20,8.0,32.0,Feb,2016,Personal,Unknown Location,Islamabad,23.174496,Temporary Site,33.0,42.13544727272727,Saturday,Morning
2016-02-20,10.0,48.0,2016-02-20,10.0,56.0,Feb,2016,Personal,Islamabad,Islamabad,4.82802,Temporary Site,8.0,36.210150000000006,Saturday,Morning
2016-02-20,11.0,45.0,2016-02-20,11.0,53.0,Feb,2016,Personal,Islamabad,Islamabad,2.41401,Temporary Site,8.0,18.105075000000003,Saturday,Morning
2016-02-20,12.0,41.0,2016-02-20,13.0,17.0,Feb,2016,Business,Islamabad,R?walpindi,29.611855999999996,Temporary Site,36.0,49.35309333333333,Saturday,Morning
2016-02-20,14.0,50.0,2016-02-20,15.0,54.0,Feb,2016,Business,R?walpindi,R?walpindi,37.175754000000005,Meeting,64.0,34.852269375000006,Saturday,Afternoon
2016-02-20,16.0,59.0,2016-02-20,17.0,54.0,Feb,2016,Personal,R?walpindi,Unknown Location,26.55411,Meeting,55.0,28.968120000000003,Saturday,Afternoon
2016-02-20,18.0,0.0,2016-02-20,18.0,3.0,Feb,2016,Business,Unknown Location,Unknown Location,5.149888000000001,Errand/Supplies,3.0,102.99776000000001,Saturday,Afternoon
2016-02-20,19.0,28.0,2016-02-20,19.0,49.0,Feb,2016,Business,Unknown Location,Unknown Location,12.391918,Errand/Supplies,21.0,35.405480000000004,Saturday,Evening
2016-02-21,9.0,7.0,2016-02-21,9.0,46.0,Feb,2016,Business,Unknown Location,Islamabad,23.33543,Errand/Supplies,39.0,35.900661538461534,Sunday,Morning
2016-02-21,11.0,39.0,2016-02-21,11.0,43.0,Feb,2016,Business,Unknown Location,Islamabad,3.8624159999999996,Errand/Supplies,4.0,57.93624,Sunday,Morning
2016-02-21,11.0,47.0,2016-02-21,12.0,1.0,Feb,2016,Business,Islamabad,Islamabad,7.402963999999999,Errand/Supplies,14.0,31.726988571428567,Sunday,Morning
2016-02-21,12.0,13.0,2016-02-21,12.0,35.0,Feb,2016,Business,Islamabad,Unknown Location,14.162192000000001,Meal/Entertain,22.0,38.62416,Sunday,Morning
2016-02-21,12.0,51.0,2016-02-21,13.0,12.0,Feb,2016,Business,Unknown Location,Unknown Location,13.357522000000001,Temporary Site,21.0,38.164348571428576,Sunday,Morning
2016-02-21,13.0,33.0,2016-02-21,14.0,30.0,Feb,2016,Business,Unknown Location,Unknown Location,36.532018,Temporary Site,57.0,38.45475578947369,Sunday,Afternoon
2016-02-21,14.0,36.0,2016-02-21,15.0,3.0,Feb,2016,Business,Unknown Location,Islamabad,20.92142,Temporary Site,27.0,46.492044444444446,Sunday,Afternoon
2016-02-21,15.0,14.0,2016-02-21,15.0,31.0,Feb,2016,Business,Islamabad,Noorpur Shahan,13.035654,Temporary Site,17.0,46.008190588235294,Sunday,Afternoon
2016-02-21,15.0,36.0,2016-02-21,15.0,41.0,Feb,2016,Business,Noorpur Shahan,Unknown Location,3.5405480000000003,Meal/Entertain,5.0,42.48657600000001,Sunday,Afternoon
2016-02-21,16.0,4.0,2016-02-21,16.0,32.0,Feb,2016,Business,Unknown Location,Unknown Location,15.610598,Meal/Entertain,28.0,33.45128142857143,Sunday,Afternoon
2016-02-21,23.0,15.0,2016-02-21,23.0,52.0,Feb,2016,Business,Unknown Location,R?walpindi,32.1868,Meeting,37.0,52.19481081081081,Sunday,Evening
2016-02-22,21.0,54.0,2016-02-22,22.0,9.0,Feb,2016,Business,Morrisville,Cary,13.035654,Customer Visit,15.0,52.142616,Monday,Evening
2016-02-24,14.0,30.0,2016-02-24,14.0,35.0,Feb,2016,Business,Whitebridge,Preston,2.41401,Customer Visit,5.0,28.968120000000003,Wednesday,Afternoon
2016-02-24,15.0,19.0,2016-02-24,15.0,25.0,Feb,2016,Business,Preston,Whitebridge,2.735878,Errand/Supplies,6.0,27.35878,Wednesday,Afternoon
2016-02-25,16.0,27.0,2016-02-25,16.0,35.0,Feb,2016,Business,Whitebridge,Heritage Pines,4.9889540000000006,Errand/Supplies,8.0,37.41715500000001,Thursday,Afternoon
2016-02-25,16.0,47.0,2016-02-25,17.0,2.0,Feb,2016,Business,Heritage Pines,Whitebridge,5.149888000000001,Errand/Supplies,15.0,20.599552000000003,Thursday,Afternoon
2016-02-25,17.0,16.0,2016-02-25,17.0,36.0,Feb,2016,Business,Whitebridge,Tanglewood,9.65604,Meal/Entertain,20.0,28.968120000000003,Thursday,Afternoon
